subjID,gamble,gain,loss,cert,lambda,rho,mu,ip_m,ip_g
1,0,11,0,5,1.71365056036221,0.464876140330593,3.21416918074365,5.00378033392589,2.48412513089759
1,1,12,4,0,1.71365056036221,0.464876140330593,3.21416918074365,5.00378033392589,2.48412513089759
1,1,15,0,4,1.71365056036221,0.464876140330593,3.21416918074365,5.00378033392589,2.48412513089759
1,0,13,10,0,1.71365056036221,0.464876140330593,3.21416918074365,5.00378033392589,2.48412513089759
1,0,11,0,6,1.71365056036221,0.464876140330593,3.21416918074365,5.00378033392589,2.48412513089759
1,0,15,0,6,1.71365056036221,0.464876140330593,3.21416918074365,5.00378033392589,2.48412513089759
1,0,12,5,0,1.71365056036221,0.464876140330593,3.21416918074365,5.00378033392589,2.48412513089759
1,0,12,10,0,1.71365056036221,0.464876140330593,3.21416918074365,5.00378033392589,2.48412513089759
1,0,13,0,3,1.71365056036221,0.464876140330593,3.21416918074365,5.00378033392589,2.48412513089759
1,1,13,4,0,1.71365056036221,0.464876140330593,3.21416918074365,5.00378033392589,2.48412513089759
1,0,15,2,0,1.71365056036221,0.464876140330593,3.21416918074365,5.00378033392589,2.48412513089759
1,0,18,2,0,1.71365056036221,0.464876140330593,3.21416918074365,5.00378033392589,2.48412513089759
1,1,15,5,0,1.71365056036221,0.464876140330593,3.21416918074365,5.00378033392589,2.48412513089759
1,1,16,4,0,1.71365056036221,0.464876140330593,3.21416918074365,5.00378033392589,2.48412513089759
1,0,17,0,6,1.71365056036221,0.464876140330593,3.21416918074365,5.00378033392589,2.48412513089759
1,1,20,2,0,1.71365056036221,0.464876140330593,3.21416918074365,5.00378033392589,2.48412513089759
1,0,13,8,0,1.71365056036221,0.464876140330593,3.21416918074365,5.00378033392589,2.48412513089759
1,1,20,3,0,1.71365056036221,0.464876140330593,3.21416918074365,5.00378033392589,2.48412513089759
1,0,11,0,6,1.71365056036221,0.464876140330593,3.21416918074365,5.00378033392589,2.48412513089759
1,1,12,3,0,1.71365056036221,0.464876140330593,3.21416918074365,5.00378033392589,2.48412513089759
1,1,16,10,0,1.71365056036221,0.464876140330593,3.21416918074365,5.00378033392589,2.48412513089759
1,1,15,5,0,1.71365056036221,0.464876140330593,3.21416918074365,5.00378033392589,2.48412513089759
1,0,15,0,5,1.71365056036221,0.464876140330593,3.21416918074365,5.00378033392589,2.48412513089759
1,1,17,0,4,1.71365056036221,0.464876140330593,3.21416918074365,5.00378033392589,2.48412513089759
1,1,20,3,0,1.71365056036221,0.464876140330593,3.21416918074365,5.00378033392589,2.48412513089759
