subjID,gamble,gain,loss,cert,lambda,rho,mu,ip_m,ip_g
1,1,16,5,0,2.57892155471004,0.820700501339423,8.197094125043,3.18489761711812,1.2141825194045
1,1,10,0,4,2.57892155471004,0.820700501339423,8.197094125043,3.18489761711812,1.2141825194045
1,0,14,0,6,2.57892155471004,0.820700501339423,8.197094125043,3.18489761711812,1.2141825194045
1,0,16,6,0,2.57892155471004,0.820700501339423,8.197094125043,3.18489761711812,1.2141825194045
1,1,14,3,0,2.57892155471004,0.820700501339423,8.197094125043,3.18489761711812,1.2141825194045
1,0,12,10,0,2.57892155471004,0.820700501339423,8.197094125043,3.18489761711812,1.2141825194045
1,0,14,6,0,2.57892155471004,0.820700501339423,8.197094125043,3.18489761711812,1.2141825194045
1,1,8,0,3,2.57892155471004,0.820700501339423,8.197094125043,3.18489761711812,1.2141825194045
1,0,12,0,6,2.57892155471004,0.820700501339423,8.197094125043,3.18489761711812,1.2141825194045
1,1,11,2,0,2.57892155471004,0.820700501339423,8.197094125043,3.18489761711812,1.2141825194045
1,0,16,8,0,2.57892155471004,0.820700501339423,8.197094125043,3.18489761711812,1.2141825194045
1,1,10,2,0,2.57892155471004,0.820700501339423,8.197094125043,3.18489761711812,1.2141825194045
1,0,12,6,0,2.57892155471004,0.820700501339423,8.197094125043,3.18489761711812,1.2141825194045
1,0,9,8,0,2.57892155471004,0.820700501339423,8.197094125043,3.18489761711812,1.2141825194045
1,0,12,4,0,2.57892155471004,0.820700501339423,8.197094125043,3.18489761711812,1.2141825194045
1,0,9,8,0,2.57892155471004,0.820700501339423,8.197094125043,3.18489761711812,1.2141825194045
1,0,12,4,0,2.57892155471004,0.820700501339423,8.197094125043,3.18489761711812,1.2141825194045
1,0,12,10,0,2.57892155471004,0.820700501339423,8.197094125043,3.18489761711812,1.2141825194045
1,1,16,2,0,2.57892155471004,0.820700501339423,8.197094125043,3.18489761711812,1.2141825194045
1,1,16,5,0,2.57892155471004,0.820700501339423,8.197094125043,3.18489761711812,1.2141825194045
1,1,16,0,5,2.57892155471004,0.820700501339423,8.197094125043,3.18489761711812,1.2141825194045
1,0,9,10,0,2.57892155471004,0.820700501339423,8.197094125043,3.18489761711812,1.2141825194045
1,1,14,4,0,2.57892155471004,0.820700501339423,8.197094125043,3.18489761711812,1.2141825194045
1,0,12,8,0,2.57892155471004,0.820700501339423,8.197094125043,3.18489761711812,1.2141825194045
1,0,14,10,0,2.57892155471004,0.820700501339423,8.197094125043,3.18489761711812,1.2141825194045
