subjID,gamble,gain,loss,cert,lambda,rho,mu,ip_m,ip_g
1,1,19,0,3,3.25359012448759,1.44140096466574,3.46040315585495,10.162579973022,5.57838341677803
1,1,21,0,5,3.25359012448759,1.44140096466574,3.46040315585495,10.162579973022,5.57838341677803
1,1,25,4,0,3.25359012448759,1.44140096466574,3.46040315585495,10.162579973022,5.57838341677803
1,1,23,0,5,3.25359012448759,1.44140096466574,3.46040315585495,10.162579973022,5.57838341677803
1,1,25,0,5,3.25359012448759,1.44140096466574,3.46040315585495,10.162579973022,5.57838341677803
1,1,25,0,7,3.25359012448759,1.44140096466574,3.46040315585495,10.162579973022,5.57838341677803
1,1,25,5,0,3.25359012448759,1.44140096466574,3.46040315585495,10.162579973022,5.57838341677803
1,1,24,5,0,3.25359012448759,1.44140096466574,3.46040315585495,10.162579973022,5.57838341677803
1,1,30,5,0,3.25359012448759,1.44140096466574,3.46040315585495,10.162579973022,5.57838341677803
1,1,30,8,0,3.25359012448759,1.44140096466574,3.46040315585495,10.162579973022,5.57838341677803
1,1,30,10,0,3.25359012448759,1.44140096466574,3.46040315585495,10.162579973022,5.57838341677803
1,1,25,0,7,3.25359012448759,1.44140096466574,3.46040315585495,10.162579973022,5.57838341677803
1,1,26,10,0,3.25359012448759,1.44140096466574,3.46040315585495,10.162579973022,5.57838341677803
1,1,30,4,0,3.25359012448759,1.44140096466574,3.46040315585495,10.162579973022,5.57838341677803
1,1,23,0,5,3.25359012448759,1.44140096466574,3.46040315585495,10.162579973022,5.57838341677803
1,1,26,3,0,3.25359012448759,1.44140096466574,3.46040315585495,10.162579973022,5.57838341677803
1,1,19,0,3,3.25359012448759,1.44140096466574,3.46040315585495,10.162579973022,5.57838341677803
1,1,24,3,0,3.25359012448759,1.44140096466574,3.46040315585495,10.162579973022,5.57838341677803
1,1,23,4,0,3.25359012448759,1.44140096466574,3.46040315585495,10.162579973022,5.57838341677803
1,1,19,0,6,3.25359012448759,1.44140096466574,3.46040315585495,10.162579973022,5.57838341677803
1,1,30,10,0,3.25359012448759,1.44140096466574,3.46040315585495,10.162579973022,5.57838341677803
1,0,22,10,0,3.25359012448759,1.44140096466574,3.46040315585495,10.162579973022,5.57838341677803
1,1,25,4,0,3.25359012448759,1.44140096466574,3.46040315585495,10.162579973022,5.57838341677803
1,1,26,10,0,3.25359012448759,1.44140096466574,3.46040315585495,10.162579973022,5.57838341677803
1,1,21,0,6,3.25359012448759,1.44140096466574,3.46040315585495,10.162579973022,5.57838341677803
1,1,25,0,3,3.25359012448759,1.44140096466574,3.46040315585495,10.162579973022,5.57838341677803
1,1,23,6,0,3.25359012448759,1.44140096466574,3.46040315585495,10.162579973022,5.57838341677803
1,1,19,0,6,3.25359012448759,1.44140096466574,3.46040315585495,10.162579973022,5.57838341677803
1,1,22,8,0,3.25359012448759,1.44140096466574,3.46040315585495,10.162579973022,5.57838341677803
1,1,30,4,0,3.25359012448759,1.44140096466574,3.46040315585495,10.162579973022,5.57838341677803
1,1,25,8,0,3.25359012448759,1.44140096466574,3.46040315585495,10.162579973022,5.57838341677803
1,1,30,5,0,3.25359012448759,1.44140096466574,3.46040315585495,10.162579973022,5.57838341677803
1,1,25,10,0,3.25359012448759,1.44140096466574,3.46040315585495,10.162579973022,5.57838341677803
1,1,22,5,0,3.25359012448759,1.44140096466574,3.46040315585495,10.162579973022,5.57838341677803
1,1,17,0,4,3.25359012448759,1.44140096466574,3.46040315585495,10.162579973022,5.57838341677803
1,1,25,0,5,3.25359012448759,1.44140096466574,3.46040315585495,10.162579973022,5.57838341677803
1,1,23,5,0,3.25359012448759,1.44140096466574,3.46040315585495,10.162579973022,5.57838341677803
1,1,30,6,0,3.25359012448759,1.44140096466574,3.46040315585495,10.162579973022,5.57838341677803
1,1,21,0,4,3.25359012448759,1.44140096466574,3.46040315585495,10.162579973022,5.57838341677803
1,1,25,0,5,3.25359012448759,1.44140096466574,3.46040315585495,10.162579973022,5.57838341677803
1,1,17,0,3,3.25359012448759,1.44140096466574,3.46040315585495,10.162579973022,5.57838341677803
1,1,24,8,0,3.25359012448759,1.44140096466574,3.46040315585495,10.162579973022,5.57838341677803
1,1,21,0,6,3.25359012448759,1.44140096466574,3.46040315585495,10.162579973022,5.57838341677803
1,1,30,4,0,3.25359012448759,1.44140096466574,3.46040315585495,10.162579973022,5.57838341677803
1,1,26,6,0,3.25359012448759,1.44140096466574,3.46040315585495,10.162579973022,5.57838341677803
1,1,23,2,0,3.25359012448759,1.44140096466574,3.46040315585495,10.162579973022,5.57838341677803
1,1,23,5,0,3.25359012448759,1.44140096466574,3.46040315585495,10.162579973022,5.57838341677803
1,1,23,6,0,3.25359012448759,1.44140096466574,3.46040315585495,10.162579973022,5.57838341677803
1,1,25,0,6,3.25359012448759,1.44140096466574,3.46040315585495,10.162579973022,5.57838341677803
1,1,17,0,5,3.25359012448759,1.44140096466574,3.46040315585495,10.162579973022,5.57838341677803
1,1,23,10,0,3.25359012448759,1.44140096466574,3.46040315585495,10.162579973022,5.57838341677803
1,1,23,4,0,3.25359012448759,1.44140096466574,3.46040315585495,10.162579973022,5.57838341677803
1,1,19,0,6,3.25359012448759,1.44140096466574,3.46040315585495,10.162579973022,5.57838341677803
1,1,24,2,0,3.25359012448759,1.44140096466574,3.46040315585495,10.162579973022,5.57838341677803
1,1,30,2,0,3.25359012448759,1.44140096466574,3.46040315585495,10.162579973022,5.57838341677803
1,1,22,3,0,3.25359012448759,1.44140096466574,3.46040315585495,10.162579973022,5.57838341677803
1,1,26,3,0,3.25359012448759,1.44140096466574,3.46040315585495,10.162579973022,5.57838341677803
1,1,23,6,0,3.25359012448759,1.44140096466574,3.46040315585495,10.162579973022,5.57838341677803
1,1,23,0,6,3.25359012448759,1.44140096466574,3.46040315585495,10.162579973022,5.57838341677803
1,1,24,10,0,3.25359012448759,1.44140096466574,3.46040315585495,10.162579973022,5.57838341677803
1,1,19,0,7,3.25359012448759,1.44140096466574,3.46040315585495,10.162579973022,5.57838341677803
1,1,25,0,6,3.25359012448759,1.44140096466574,3.46040315585495,10.162579973022,5.57838341677803
1,1,23,5,0,3.25359012448759,1.44140096466574,3.46040315585495,10.162579973022,5.57838341677803
1,1,30,8,0,3.25359012448759,1.44140096466574,3.46040315585495,10.162579973022,5.57838341677803
1,1,23,0,7,3.25359012448759,1.44140096466574,3.46040315585495,10.162579973022,5.57838341677803
1,1,28,3,0,3.25359012448759,1.44140096466574,3.46040315585495,10.162579973022,5.57838341677803
1,1,24,4,0,3.25359012448759,1.44140096466574,3.46040315585495,10.162579973022,5.57838341677803
