subjID,gamble,gain,loss,cert,lambda,rho,mu,ip_m,ip_g
1,1,23,10,0,1.57984315253466,1.64529529986519,3.11813181447381,10.1046464776824,4.28042537154852
1,1,23,0,5,1.57984315253466,1.64529529986519,3.11813181447381,10.1046464776824,4.28042537154852
1,1,21,0,7,1.57984315253466,1.64529529986519,3.11813181447381,10.1046464776824,4.28042537154852
1,1,26,4,0,1.57984315253466,1.64529529986519,3.11813181447381,10.1046464776824,4.28042537154852
1,1,30,6,0,1.57984315253466,1.64529529986519,3.11813181447381,10.1046464776824,4.28042537154852
1,1,15,0,3,1.57984315253466,1.64529529986519,3.11813181447381,10.1046464776824,4.28042537154852
1,1,17,0,6,1.57984315253466,1.64529529986519,3.11813181447381,10.1046464776824,4.28042537154852
1,1,19,0,7,1.57984315253466,1.64529529986519,3.11813181447381,10.1046464776824,4.28042537154852
1,1,24,8,0,1.57984315253466,1.64529529986519,3.11813181447381,10.1046464776824,4.28042537154852
1,1,15,0,3,1.57984315253466,1.64529529986519,3.11813181447381,10.1046464776824,4.28042537154852
1,1,30,8,0,1.57984315253466,1.64529529986519,3.11813181447381,10.1046464776824,4.28042537154852
1,1,25,3,0,1.57984315253466,1.64529529986519,3.11813181447381,10.1046464776824,4.28042537154852
1,1,22,8,0,1.57984315253466,1.64529529986519,3.11813181447381,10.1046464776824,4.28042537154852
1,1,15,0,6,1.57984315253466,1.64529529986519,3.11813181447381,10.1046464776824,4.28042537154852
1,1,24,3,0,1.57984315253466,1.64529529986519,3.11813181447381,10.1046464776824,4.28042537154852
1,1,22,4,0,1.57984315253466,1.64529529986519,3.11813181447381,10.1046464776824,4.28042537154852
1,1,21,0,3,1.57984315253466,1.64529529986519,3.11813181447381,10.1046464776824,4.28042537154852
1,1,22,6,0,1.57984315253466,1.64529529986519,3.11813181447381,10.1046464776824,4.28042537154852
1,1,26,4,0,1.57984315253466,1.64529529986519,3.11813181447381,10.1046464776824,4.28042537154852
1,1,25,2,0,1.57984315253466,1.64529529986519,3.11813181447381,10.1046464776824,4.28042537154852
1,1,23,0,7,1.57984315253466,1.64529529986519,3.11813181447381,10.1046464776824,4.28042537154852
1,1,15,0,5,1.57984315253466,1.64529529986519,3.11813181447381,10.1046464776824,4.28042537154852
1,1,30,4,0,1.57984315253466,1.64529529986519,3.11813181447381,10.1046464776824,4.28042537154852
1,1,25,6,0,1.57984315253466,1.64529529986519,3.11813181447381,10.1046464776824,4.28042537154852
1,1,24,6,0,1.57984315253466,1.64529529986519,3.11813181447381,10.1046464776824,4.28042537154852
1,1,28,8,0,1.57984315253466,1.64529529986519,3.11813181447381,10.1046464776824,4.28042537154852
1,1,26,5,0,1.57984315253466,1.64529529986519,3.11813181447381,10.1046464776824,4.28042537154852
1,1,15,0,7,1.57984315253466,1.64529529986519,3.11813181447381,10.1046464776824,4.28042537154852
1,1,21,0,4,1.57984315253466,1.64529529986519,3.11813181447381,10.1046464776824,4.28042537154852
1,1,26,3,0,1.57984315253466,1.64529529986519,3.11813181447381,10.1046464776824,4.28042537154852
1,1,19,0,3,1.57984315253466,1.64529529986519,3.11813181447381,10.1046464776824,4.28042537154852
1,1,23,4,0,1.57984315253466,1.64529529986519,3.11813181447381,10.1046464776824,4.28042537154852
1,1,24,6,0,1.57984315253466,1.64529529986519,3.11813181447381,10.1046464776824,4.28042537154852
1,1,30,2,0,1.57984315253466,1.64529529986519,3.11813181447381,10.1046464776824,4.28042537154852
1,1,24,4,0,1.57984315253466,1.64529529986519,3.11813181447381,10.1046464776824,4.28042537154852
1,1,17,0,7,1.57984315253466,1.64529529986519,3.11813181447381,10.1046464776824,4.28042537154852
1,1,24,10,0,1.57984315253466,1.64529529986519,3.11813181447381,10.1046464776824,4.28042537154852
1,1,26,2,0,1.57984315253466,1.64529529986519,3.11813181447381,10.1046464776824,4.28042537154852
1,1,28,10,0,1.57984315253466,1.64529529986519,3.11813181447381,10.1046464776824,4.28042537154852
1,1,17,0,3,1.57984315253466,1.64529529986519,3.11813181447381,10.1046464776824,4.28042537154852
1,1,28,3,0,1.57984315253466,1.64529529986519,3.11813181447381,10.1046464776824,4.28042537154852
1,1,28,3,0,1.57984315253466,1.64529529986519,3.11813181447381,10.1046464776824,4.28042537154852
1,1,22,3,0,1.57984315253466,1.64529529986519,3.11813181447381,10.1046464776824,4.28042537154852
1,1,30,8,0,1.57984315253466,1.64529529986519,3.11813181447381,10.1046464776824,4.28042537154852
1,1,25,8,0,1.57984315253466,1.64529529986519,3.11813181447381,10.1046464776824,4.28042537154852
1,1,15,0,4,1.57984315253466,1.64529529986519,3.11813181447381,10.1046464776824,4.28042537154852
1,1,25,4,0,1.57984315253466,1.64529529986519,3.11813181447381,10.1046464776824,4.28042537154852
1,1,24,3,0,1.57984315253466,1.64529529986519,3.11813181447381,10.1046464776824,4.28042537154852
1,1,24,2,0,1.57984315253466,1.64529529986519,3.11813181447381,10.1046464776824,4.28042537154852
1,1,23,10,0,1.57984315253466,1.64529529986519,3.11813181447381,10.1046464776824,4.28042537154852
1,1,30,4,0,1.57984315253466,1.64529529986519,3.11813181447381,10.1046464776824,4.28042537154852
1,1,21,0,6,1.57984315253466,1.64529529986519,3.11813181447381,10.1046464776824,4.28042537154852
1,1,25,4,0,1.57984315253466,1.64529529986519,3.11813181447381,10.1046464776824,4.28042537154852
