subjID,gamble,gain,loss,cert,lambda,rho,mu,ip_m,ip_g
1,0,6,4,0,2.67453446871778,0.620578234643609,1.65231712782777,0.880005825822515,1.52894671964632
1,1,15,0,6,2.67453446871778,0.620578234643609,1.65231712782777,0.880005825822515,1.52894671964632
1,0,4,6,0,2.67453446871778,0.620578234643609,1.65231712782777,0.880005825822515,1.52894671964632
1,0,8,2,0,2.67453446871778,0.620578234643609,1.65231712782777,0.880005825822515,1.52894671964632
1,0,12,10,0,2.67453446871778,0.620578234643609,1.65231712782777,0.880005825822515,1.52894671964632
1,0,9,0,7,2.67453446871778,0.620578234643609,1.65231712782777,0.880005825822515,1.52894671964632
1,0,5,10,0,2.67453446871778,0.620578234643609,1.65231712782777,0.880005825822515,1.52894671964632
1,0,4,10,0,2.67453446871778,0.620578234643609,1.65231712782777,0.880005825822515,1.52894671964632
1,1,15,0,6,2.67453446871778,0.620578234643609,1.65231712782777,0.880005825822515,1.52894671964632
1,0,12,10,0,2.67453446871778,0.620578234643609,1.65231712782777,0.880005825822515,1.52894671964632
1,0,8,10,0,2.67453446871778,0.620578234643609,1.65231712782777,0.880005825822515,1.52894671964632
1,1,13,0,4,2.67453446871778,0.620578234643609,1.65231712782777,0.880005825822515,1.52894671964632
1,0,7,10,0,2.67453446871778,0.620578234643609,1.65231712782777,0.880005825822515,1.52894671964632
1,0,6,2,0,2.67453446871778,0.620578234643609,1.65231712782777,0.880005825822515,1.52894671964632
1,0,8,6,0,2.67453446871778,0.620578234643609,1.65231712782777,0.880005825822515,1.52894671964632
1,0,6,5,0,2.67453446871778,0.620578234643609,1.65231712782777,0.880005825822515,1.52894671964632
1,0,10,2,0,2.67453446871778,0.620578234643609,1.65231712782777,0.880005825822515,1.52894671964632
1,0,7,3,0,2.67453446871778,0.620578234643609,1.65231712782777,0.880005825822515,1.52894671964632
1,0,17,0,7,2.67453446871778,0.620578234643609,1.65231712782777,0.880005825822515,1.52894671964632
1,1,15,0,3,2.67453446871778,0.620578234643609,1.65231712782777,0.880005825822515,1.52894671964632
1,0,7,8,0,2.67453446871778,0.620578234643609,1.65231712782777,0.880005825822515,1.52894671964632
1,1,15,0,4,2.67453446871778,0.620578234643609,1.65231712782777,0.880005825822515,1.52894671964632
1,0,9,0,6,2.67453446871778,0.620578234643609,1.65231712782777,0.880005825822515,1.52894671964632
1,0,9,0,6,2.67453446871778,0.620578234643609,1.65231712782777,0.880005825822515,1.52894671964632
1,1,13,0,5,2.67453446871778,0.620578234643609,1.65231712782777,0.880005825822515,1.52894671964632
1,0,7,5,0,2.67453446871778,0.620578234643609,1.65231712782777,0.880005825822515,1.52894671964632
1,0,12,4,0,2.67453446871778,0.620578234643609,1.65231712782777,0.880005825822515,1.52894671964632
1,1,17,0,3,2.67453446871778,0.620578234643609,1.65231712782777,0.880005825822515,1.52894671964632
1,0,6,3,0,2.67453446871778,0.620578234643609,1.65231712782777,0.880005825822515,1.52894671964632
1,0,6,4,0,2.67453446871778,0.620578234643609,1.65231712782777,0.880005825822515,1.52894671964632
1,1,9,0,5,2.67453446871778,0.620578234643609,1.65231712782777,0.880005825822515,1.52894671964632
1,1,6,2,0,2.67453446871778,0.620578234643609,1.65231712782777,0.880005825822515,1.52894671964632
1,0,10,4,0,2.67453446871778,0.620578234643609,1.65231712782777,0.880005825822515,1.52894671964632
1,0,17,0,7,2.67453446871778,0.620578234643609,1.65231712782777,0.880005825822515,1.52894671964632
1,0,9,0,6,2.67453446871778,0.620578234643609,1.65231712782777,0.880005825822515,1.52894671964632
1,0,4,10,0,2.67453446871778,0.620578234643609,1.65231712782777,0.880005825822515,1.52894671964632
1,0,4,10,0,2.67453446871778,0.620578234643609,1.65231712782777,0.880005825822515,1.52894671964632
1,0,7,10,0,2.67453446871778,0.620578234643609,1.65231712782777,0.880005825822515,1.52894671964632
1,0,6,2,0,2.67453446871778,0.620578234643609,1.65231712782777,0.880005825822515,1.52894671964632
1,0,12,6,0,2.67453446871778,0.620578234643609,1.65231712782777,0.880005825822515,1.52894671964632
1,0,5,6,0,2.67453446871778,0.620578234643609,1.65231712782777,0.880005825822515,1.52894671964632
1,1,17,0,5,2.67453446871778,0.620578234643609,1.65231712782777,0.880005825822515,1.52894671964632
1,1,17,0,5,2.67453446871778,0.620578234643609,1.65231712782777,0.880005825822515,1.52894671964632
1,0,10,10,0,2.67453446871778,0.620578234643609,1.65231712782777,0.880005825822515,1.52894671964632
1,1,13,0,3,2.67453446871778,0.620578234643609,1.65231712782777,0.880005825822515,1.52894671964632
1,0,5,6,0,2.67453446871778,0.620578234643609,1.65231712782777,0.880005825822515,1.52894671964632
