,rt,response,subj_idx,trial_type
0,1.392246552868161,0.0,0,102
1,1.1767333214742615,1.0,0,101
2,0.9017333214741695,1.0,0,101
3,2.522246552872546,1.0,0,102
4,1.2722465528721283,1.0,0,102
5,1.3287333214743122,1.0,0,101
6,0.967246552868019,0.0,0,102
7,0.9557333214741875,1.0,0,101
8,1.2477333214702777,0.0,0,101
9,1.035733321470207,0.0,0,101
10,1.0097333214742057,1.0,0,101
11,0.9232465528680043,0.0,0,102
12,1.6217333214704026,0.0,0,101
13,1.0147333214742074,1.0,0,101
14,1.2807333214742962,1.0,0,101
15,3.6507333214750877,1.0,0,101
16,0.9367333214741812,1.0,0,101
17,0.9157333214741742,1.0,0,101
18,1.7567333214704477,0.0,0,101
19,0.9747333214701864,0.0,0,101
20,1.0252465528680383,0.0,0,102
21,1.6932465528682614,0.0,0,102
22,1.0647333214702166,0.0,0,101
23,1.1557333214742544,1.0,0,101
24,0.8257333214741441,1.0,0,101
25,0.9102465528720074,1.0,0,102
26,0.9637333214701828,0.0,0,101
27,3.4877333214710258,0.0,0,101
28,1.085733321474231,1.0,0,101
29,1.7907333214744665,1.0,0,101
30,1.6117333214744067,1.0,0,101
31,1.205246552872106,1.0,0,102
32,0.8292465528719803,1.0,0,102
33,0.9632465528720251,1.0,0,102
34,1.137733321470241,0.0,0,101
35,2.4897333214747,1.0,0,101
36,1.4767333214703542,0.0,0,101
37,1.38173332147433,1.0,0,101
38,0.7877333214741314,1.0,0,101
39,1.865733321470484,0.0,0,101
40,1.4432465528721854,1.0,0,102
41,1.0412465528680437,0.0,0,102
42,1.6137333214744074,1.0,0,101
43,1.88373332147049,0.0,0,101
44,2.327733321474646,1.0,0,101
45,1.3292465528681399,0.0,0,102
46,1.0147333214742074,1.0,0,101
47,1.0222465528680373,0.0,0,102
48,1.0952465528720692,1.0,0,102
49,3.580246552868892,0.0,0,102
50,1.3407333214703088,0.0,0,101
51,1.0177333214742084,1.0,0,101
52,0.8947333214701597,0.0,0,101
53,1.85373332147048,0.0,0,101
54,1.9067333214704978,0.0,0,101
55,0.9362465528720161,1.0,0,102
56,1.1572465528680824,0.0,0,102
57,2.5962465528725707,1.0,0,102
58,1.9917333214705262,0.0,0,101
59,1.232246552872115,1.0,0,102
60,1.8657333214744916,1.0,0,101
61,0.9897333214741989,1.0,0,101
62,1.176733321470254,0.0,0,101
63,1.385246552872166,1.0,0,102
64,0.9962465528680287,0.0,0,102
65,1.6177333214704013,0.0,0,101
66,1.7582465528722906,1.0,0,102
67,0.8872465528719997,1.0,0,102
68,1.4767333214743616,1.0,0,101
69,2.293246552868462,0.0,0,102
70,0.9137333214701661,0.0,0,101
71,0.8817333214741628,1.0,0,101
72,0.8967333214741678,1.0,0,101
73,1.0162465528720428,1.0,0,102
74,1.6182465528682364,0.0,0,102
75,1.1077333214742384,1.0,0,101
76,0.9747333214741939,1.0,0,101
77,1.121733321474243,1.0,0,101
78,2.578246552868557,0.0,0,102
79,1.2902465528681268,0.0,0,102
80,3.7657333214711186,0.0,0,101
81,1.046733321474218,1.0,0,101
82,1.490246552872201,1.0,0,102
83,1.6797333214744294,1.0,0,101
84,1.3297333214743126,1.0,0,101
85,1.5497333214703786,0.0,0,101
86,0.8407333214741491,1.0,0,101
87,1.1997333214702617,0.0,0,101
88,1.061733321474223,1.0,0,101
89,0.8887333214741652,1.0,0,101
90,1.085733321474231,1.0,0,101
91,0.9217333214741762,1.0,0,101
92,1.423733321474344,1.0,0,101
93,1.5162465528722098,1.0,0,102
94,1.2632465528681178,0.0,0,102
95,1.028733321474212,1.0,0,101
